activity_date,gross_revenue_usd,refunds_usd,net_revenue_usd,shipped_revenue_usd,revenue_to_ship_gap_usd,ending_backlog_revenue_usd,orders,units_sold,units_shipped,average_order_value_usd,total_marketing_spend_usd,paid_search_spend_usd,paid_social_spend_usd,retargeting_spend_usd,email_spend_usd,marketing_efficiency_ratio,marketing_attributed_orders,affiliate_revenue_usd,affiliate_commission_usd,affiliate_orders,affiliate_revenue_share,net_revenue_yoy_pct,stockout_rate,event_name
2024-10-10,8234.60,344.26,7890.34,7890.34,0.00,0.00,90,119,113,91.50,1187.85,545.76,385.38,206.44,50.27,6.9324,59,1549.97,190.74,16,0.1882,13.54,0.0180,none
2024-10-11,8773.01,320.38,8452.63,8452.63,0.00,0.00,95,123,120,92.35,1172.67,539.94,388.30,189.87,54.56,7.4812,60,1689.57,207.41,18,0.1926,16.19,0.0180,none
2024-10-12,9149.07,312.44,8836.63,5612.11,3224.52,3224.52,102,132,82,89.70,1230.16,534.67,435.55,205.71,54.23,7.4373,62,1853.10,229.59,19,0.2025,15.74,0.0180,none
2024-10-13,8033.11,296.31,7736.79,4286.82,3449.97,6674.49,89,114,62,90.26,1227.26,558.84,425.14,193.57,49.71,6.5456,57,1639.36,202.56,17,0.2041,-12.47,0.0180,none
2024-10-14,8637.94,339.32,8298.62,11026.37,-2727.75,3946.74,92,120,154,93.89,1344.24,582.16,490.85,217.19,54.04,6.4259,71,1941.13,236.85,20,0.2247,3.02,0.0360,monthly_promotion
2024-10-15,8853.67,328.57,8525.10,11029.48,-2504.38,1442.36,100,131,164,88.54,1402.63,643.11,458.98,237.57,62.97,6.3122,78,1995.22,244.63,21,0.2254,13.10,0.0360,monthly_promotion
2024-10-16,9314.77,353.18,8961.59,10403.95,-1442.36,0.00,106,138,155,87.88,1411.98,681.22,453.86,214.51,62.39,6.5970,77,1704.84,209.00,18,0.1830,29.85,0.0360,monthly_promotion
2024-10-17,8562.25,353.74,8208.51,8208.51,0.00,0.00,91,117,115,94.09,1197.27,529.65,407.64,201.56,58.42,7.1515,63,1843.19,228.14,19,0.2153,11.62,0.0180,none
2024-10-18,8969.45,286.58,8682.87,8682.87,0.00,0.00,100,133,127,89.69,1240.52,599.97,393.98,193.35,53.22,7.2304,59,1630.80,202.10,17,0.1818,17.35,0.0180,none
2024-10-19,9518.95,315.82,9203.13,5623.20,3579.93,3579.93,106,136,82,89.80,1256.52,553.30,444.66,201.27,57.29,7.5756,64,1773.71,219.19,19,0.1863,13.36,0.0180,none
2024-10-20,8224.85,309.66,7915.19,4295.29,3619.90,7199.83,90,120,61,91.39,1286.47,596.47,419.94,213.34,56.72,6.3933,64,1697.81,208.52,18,0.2064,-5.09,0.0180,none
2024-10-21,7834.24,356.19,7478.05,11048.14,-3570.09,3629.74,84,109,156,93.26,1259.16,587.82,424.09,189.69,57.56,6.2218,63,1717.16,210.89,18,0.2192,4.45,0.0180,none
2024-10-22,8231.96,338.52,7893.45,11051.25,-3157.80,471.93,93,124,163,88.52,1232.33,547.07,429.48,200.15,55.63,6.6800,63,1795.03,221.37,19,0.2181,21.66,0.0180,none
2024-10-23,8538.55,354.07,8184.48,8656.42,-471.94,0.00,97,125,128,88.03,1266.46,604.55,416.47,194.13,51.31,6.7421,62,1741.12,213.66,18,0.2039,16.21,0.0180,none
2024-10-24,8787.85,342.31,8445.54,8445.54,0.00,0.00,94,124,119,93.49,1278.36,563.85,449.95,207.97,56.59,6.8743,65,1858.56,229.52,19,0.2115,12.69,0.0180,none
2024-10-25,9407.86,294.18,9113.68,9113.68,0.00,0.00,101,133,128,93.15,1286.23,597.62,413.19,219.59,55.83,7.3143,64,1718.55,210.61,18,0.1827,18.58,0.0180,none
2024-10-26,9706.15,311.86,9394.29,5634.29,3760.00,3760.00,104,133,79,93.33,1237.23,546.17,442.73,193.74,54.59,7.8451,62,1707.31,209.42,18,0.1759,12.74,0.0180,none
2024-10-27,8317.59,307.34,8010.24,4303.76,3706.48,7466.48,92,123,63,90.41,1205.79,530.36,423.26,200.99,51.18,6.8980,59,1674.01,205.53,18,0.2013,-4.26,0.0180,none
2024-10-28,7842.92,334.90,7508.02,11069.91,-3561.89,3904.58,88,114,163,89.12,1301.25,602.60,427.89,219.73,51.03,6.0272,64,1661.69,206.37,17,0.2119,5.03,0.0180,none
2024-10-29,8228.23,332.06,7896.17,11073.02,-3176.85,727.73,90,119,159,91.42,1208.17,563.93,398.31,188.84,57.09,6.8105,60,1861.01,230.18,19,0.2262,20.18,0.0180,none
2024-10-30,8487.66,373.35,8114.31,8842.04,-727.73,0.00,96,125,131,88.41,1278.79,597.92,432.01,192.65,56.21,6.6373,62,1818.55,225.32,19,0.2143,14.84,0.0180,none
2024-10-31,8593.55,379.58,8213.97,8213.97,0.00,0.00,97,130,121,88.59,1233.99,547.36,437.32,191.99,57.32,6.9640,61,1719.60,211.55,18,0.2001,6.28,0.0180,none
2024-11-01,9297.66,330.61,8967.05,8967.05,0.00,0.00,105,138,133,88.55,1225.33,526.03,433.17,205.99,60.14,7.5879,64,1755.27,215.87,18,0.1888,19.88,0.0180,none
2024-11-02,9432.98,309.02,9123.96,5645.38,3478.58,3478.59,102,133,80,92.48,1249.85,544.32,448.48,201.06,55.99,7.5473,60,1687.39,206.94,18,0.1789,10.17,0.0180,none
2024-11-03,8545.71,300.43,8245.27,4312.22,3933.05,7411.64,97,128,64,88.10,1239.15,562.73,404.99,218.12,53.31,6.8964,61,1810.14,223.60,19,0.2118,-1.82,0.0180,none
2024-11-04,7991.79,322.98,7668.81,11091.69,-3422.88,3988.77,85,114,155,94.02,1203.00,537.89,400.59,211.92,52.60,6.6432,60,1956.95,241.07,20,0.2449,5.50,0.0180,none
2024-11-05,8297.26,343.24,7954.02,11094.80,-3140.78,847.99,94,125,164,88.27,1274.48,566.80,443.61,209.48,54.59,6.5103,64,1942.72,240.77,20,0.2341,15.74,0.0180,none
2024-11-06,8709.37,360.74,8348.63,9196.62,-847.99,0.00,94,125,129,92.65,1216.82,557.47,402.49,199.16,57.70,7.1575,64,1829.54,224.69,19,0.2101,14.03,0.0180,none
2024-11-07,8759.03,360.15,8398.88,8398.88,0.00,0.00,99,132,125,88.48,1248.55,538.69,434.35,217.21,58.30,7.0154,62,1752.06,215.33,18,0.2000,10.28,0.0180,none
2024-11-08,9498.47,315.57,9182.90,9182.90,0.00,0.00,107,140,136,88.77,1267.59,556.31,461.70,195.74,53.84,7.4933,62,1637.13,202.37,17,0.1724,18.89,0.0180,none
2024-11-09,9806.00,280.72,9525.27,5656.46,3868.81,3868.81,105,141,79,93.39,1301.33,584.11,443.52,213.74,59.96,7.5354,67,1713.17,210.30,18,0.1747,15.01,0.0180,none
2024-11-10,8553.53,320.83,8232.70,4320.69,3912.01,7780.82,92,120,61,92.97,1305.13,607.51,433.09,205.16,59.37,6.5538,65,1793.38,224.89,19,0.2097,-0.75,0.0180,none
2024-11-11,8020.63,333.94,7686.69,11113.46,-3426.77,4354.05,87,114,158,92.19,1309.54,584.84,458.37,206.45,59.88,6.1248,66,1615.12,200.33,17,0.2014,4.30,0.0180,none
2024-11-12,8423.16,337.67,8085.49,11116.57,-3031.08,1322.97,92,122,160,91.56,1358.60,614.74,466.38,217.06,60.42,6.1999,67,1786.43,220.90,19,0.2121,15.85,0.0180,none
2024-11-13,8865.72,382.67,8483.06,9806.03,-1322.97,0.00,96,125,139,92.35,1355.25,619.19,462.06,217.67,56.33,6.5418,66,1685.74,209.35,17,0.1901,2.90,0.0180,none
2024-11-14,9949.32,371.03,9578.29,9578.29,0.00,0.00,107,140,135,92.98,1471.32,672.08,499.02,235.36,64.86,6.7622,83,2037.48,249.01,21,0.2048,9.46,0.0360,monthly_promotion
2024-11-15,10403.13,301.35,10101.78,10095.72,6.06,6.05,118,156,150,88.16,1477.22,656.75,507.74,250.95,61.78,7.0424,79,1903.05,233.39,20,0.1829,14.22,0.0360,monthly_promotion
2024-11-16,10673.54,307.77,10365.77,5667.55,4698.22,4704.27,115,147,80,92.81,1473.62,666.42,522.57,224.66,59.97,7.2431,81,1899.15,231.91,20,0.1779,26.39,0.0360,monthly_promotion
2024-11-17,8514.94,303.47,8211.47,4329.16,3882.31,8586.58,93,122,62,91.56,1304.61,579.20,458.06,206.21,61.14,6.5268,64,1715.72,210.05,18,0.2015,-2.17,0.0180,none
2024-11-18,7877.03,337.65,7539.38,11135.23,-3595.85,4990.73,88,116,163,89.51,1256.00,559.46,433.70,209.79,53.05,6.2715,61,1742.23,213.38,18,0.2212,1.82,0.0180,none
2024-11-19,8466.37,382.29,8084.08,11138.34,-3054.26,1936.46,93,121,160,91.04,1259.10,560.39,435.83,209.76,53.12,6.7241,62,1879.86,233.50,20,0.2220,-15.59,0.0180,none
2024-11-20,11716.84,514.33,11202.51,9841.62,1360.89,3297.36,132,171,145,88.76,1864.42,878.07,612.52,307.02,66.81,6.2844,117,2327.57,291.01,24,0.1987,10.12,0.0730,holiday_peak
2024-11-21,12249.81,484.79,11765.02,9658.62,2106.40,5403.76,139,185,143,88.13,1761.29,797.06,604.70,287.20,72.33,6.9550,113,2424.30,298.45,25,0.1979,14.19,0.0730,holiday_peak
2024-11-22,12972.55,402.07,12570.48,9103.93,3466.55,8870.31,146,193,134,88.85,1795.21,790.81,659.13,277.72,67.55,7.2262,113,2378.91,292.10,25,0.1834,18.70,0.0730,holiday_peak
2024-11-23,13070.12,379.95,12690.17,5110.78,7579.39,16449.71,146,189,75,89.52,1896.35,871.00,659.89,293.08,72.38,6.8923,118,2390.12,297.36,25,0.1829,15.26,0.0730,holiday_peak
2024-11-24,12082.52,398.08,11684.43,3903.86,7780.57,24230.28,133,177,56,90.85,1873.20,857.04,653.06,289.80,73.30,6.4502,119,2466.01,304.42,26,0.2041,3.16,0.0730,holiday_peak
2024-11-25,10976.79,569.84,10406.95,10041.30,365.65,24595.92,119,159,143,92.24,1788.78,799.59,631.11,285.37,72.71,6.1365,117,2392.20,295.09,25,0.2179,2.65,0.0730,holiday_peak
2024-11-26,11613.26,598.42,11014.84,10044.10,970.74,25566.65,132,175,149,87.98,1857.62,883.31,588.35,316.97,68.99,6.2517,117,2412.54,298.74,25,0.2077,18.75,0.0730,holiday_peak
2024-11-27,11859.37,594.77,11264.60,9860.85,1403.75,26970.40,127,166,138,93.38,1748.53,784.86,604.64,286.01,73.02,6.7825,115,2450.91,306.11,26,0.2067,16.18,0.0730,holiday_peak
2024-11-28,12558.99,634.45,11924.55,9677.49,2247.06,29217.46,137,179,139,91.67,1899.88,842.61,661.81,322.84,72.62,6.6104,119,2315.73,287.42,24,0.1844,12.65,0.0730,holiday_peak
2024-11-29,12781.52,551.14,12230.37,9121.71,3108.66,32326.11,138,179,129,92.62,1837.85,870.30,610.74,283.99,72.82,6.9546,116,2583.73,319.79,27,0.2021,17.95,0.0730,holiday_peak
2024-11-30,13295.73,521.57,12774.16,5120.76,7653.40,39979.52,147,193,74,90.45,1922.04,866.88,672.04,310.81,72.31,6.9175,119,2589.23,322.04,27,0.1947,24.02,0.0730,holiday_peak
2024-12-01,11573.83,575.63,10998.20,3911.48,7086.72,47066.24,126,163,56,91.86,1789.48,836.40,592.69,289.01,71.38,6.4677,107,2387.44,296.61,25,0.2063,-1.88,0.0730,holiday_peak
2024-12-02,10173.25,534.53,9638.72,10060.90,-422.18,46644.06,111,144,144,91.65,1721.04,733.28,614.35,300.56,72.85,5.9111,110,2177.71,267.26,23,0.2141,1.56,0.0730,holiday_peak
2024-12-03,11014.21,534.36,10479.86,10063.70,416.16,47060.21,120,158,144,91.79,1744.67,801.92,591.34,284.06,67.35,6.3131,106,2292.72,285.28,24,0.2082,17.10,0.0730,holiday_peak
2024-12-04,11553.03,577.73,10975.31,9880.08,1095.23,48155.44,131,168,146,88.19,1725.34,807.92,545.12,303.09,69.21,6.6961,107,2220.14,272.83,23,0.1922,21.38,0.0730,holiday_peak
2024-12-05,11715.07,593.62,11121.45,9696.36,1425.09,49580.53,125,165,135,93.72,1759.28,792.39,620.83,274.50,71.56,6.6590,104,2285.35,281.92,24,0.1951,16.27,0.0730,holiday_peak
2024-12-06,12006.50,553.47,11453.03,9139.50,2313.53,51894.06,130,166,129,92.36,1700.35,725.70,626.60,276.96,71.09,7.0612,104,2230.08,274.30,23,0.1857,18.37,0.0730,holiday_peak
2024-12-07,12822.04,497.29,12324.75,5130.73,7194.02,59088.08,141,184,74,90.94,1733.85,805.15,570.10,294.55,64.05,7.3951,102,2449.90,301.79,26,0.1911,13.87,0.0730,holiday_peak
2024-12-08,11269.64,539.60,10730.04,3919.10,6810.94,65899.01,123,162,56,91.62,1663.44,739.03,560.58,297.89,65.94,6.7749,106,2158.33,267.41,23,0.1915,-2.20,0.0730,holiday_peak
2024-12-09,10274.24,536.60,9737.64,10080.50,-342.86,65556.15,114,150,146,90.12,1677.34,740.58,584.89,287.90,63.97,6.1253,103,2435.52,302.84,25,0.2371,0.81,0.0730,holiday_peak
2024-12-10,10837.83,501.70,10336.13,10083.29,252.84,65808.99,121,161,147,89.57,1627.09,736.00,554.50,271.63,64.96,6.6609,100,2168.26,267.12,22,0.2001,14.08,0.0730,holiday_peak
2024-12-11,11639.43,539.26,11100.17,9899.31,1200.86,67009.84,131,170,146,88.85,1753.44,835.59,592.71,260.43,64.71,6.6381,104,2351.77,292.74,25,0.2021,16.83,0.0730,holiday_peak
2024-12-12,11758.96,578.33,11180.63,9715.23,1465.40,68475.24,133,175,144,88.41,1793.54,815.81,632.65,282.89,62.19,6.5563,104,2311.34,284.92,24,0.1966,16.92,0.0730,holiday_peak
2024-12-13,12096.08,517.64,11578.43,9157.28,2421.15,70896.40,133,175,131,90.95,1747.44,818.74,593.57,264.42,70.71,6.9222,107,2299.43,283.56,24,0.1901,13.97,0.0730,holiday_peak
2024-12-14,12580.64,450.35,12130.29,5140.71,6989.58,77885.97,142,188,76,88.60,1691.48,773.20,554.45,292.63,71.20,7.4377,106,2354.85,289.62,24,0.1872,15.43,0.0730,holiday_peak
2024-12-15,11247.45,509.42,10738.02,3926.72,6811.30,84697.27,126,165,57,89.27,1768.47,802.02,629.78,264.99,71.68,6.3600,107,2419.45,301.14,25,0.2151,0.12,0.0730,holiday_peak
2024-12-16,10456.72,532.93,9923.79,10100.09,-176.30,84520.97,116,150,146,90.14,1676.95,791.96,539.93,282.26,62.80,6.2356,101,2398.51,295.92,25,0.2294,3.47,0.0730,holiday_peak
2024-12-17,10758.07,528.38,10229.69,10102.89,126.80,84647.76,116,151,143,92.74,1686.79,769.04,596.93,257.52,63.30,6.3778,96,2241.46,277.90,23,0.2084,14.29,0.0730,holiday_peak
2024-12-18,11102.84,525.91,10576.93,9918.55,658.38,85306.15,120,159,141,92.52,1634.28,735.99,539.05,294.94,64.30,6.7937,101,2224.59,274.63,23,0.2004,48.21,0.0730,holiday_peak
2024-12-19,9068.56,466.98,8601.58,10815.67,-2214.09,83092.07,101,134,157,89.79,1342.49,615.86,458.36,214.92,53.35,6.7550,65,1755.54,215.25,18,0.1936,15.72,0.0180,none
2024-12-20,9308.03,411.74,8896.29,10194.51,-1298.22,81793.85,100,132,144,93.08,1292.34,586.17,455.45,198.69,52.03,7.2025,61,1610.16,199.48,17,0.1730,17.31,0.0180,none
2024-12-21,10013.25,387.29,9625.96,5722.99,3902.97,85696.82,112,145,84,89.40,1279.54,561.44,446.63,216.76,54.71,7.8257,64,1936.76,241.92,20,0.1934,14.74,0.0180,none
2024-12-22,8653.10,407.42,8245.68,4371.49,3874.19,89571.00,97,126,64,89.21,1288.21,585.51,428.84,214.58,59.28,6.7172,65,1823.93,229.23,19,0.2108,-1.38,0.0180,none
2024-12-23,7917.29,417.45,7499.84,11244.10,-3744.26,85826.75,88,117,164,89.97,1293.72,619.38,418.19,197.04,59.11,6.1198,65,1808.88,225.22,19,0.2285,1.99,0.0180,none
2024-12-24,8425.31,362.64,8062.66,11247.21,-3184.55,82642.21,93,120,163,90.59,1238.38,560.71,407.19,218.57,51.91,6.8035,61,1971.69,245.52,20,0.2340,16.49,0.0180,none
2024-12-25,8543.01,359.18,8183.83,11041.98,-2858.15,79784.06,93,124,158,91.86,1281.47,578.05,454.60,193.59,55.23,6.6666,62,1650.14,204.24,17,0.1932,15.07,0.0180,none
2024-12-26,8947.09,394.83,8552.26,10836.63,-2284.37,77499.68,96,128,152,93.20,1285.24,543.49,468.33,217.15,56.27,6.9614,63,1849.50,231.14,19,0.2067,16.66,0.0180,none
2024-12-27,9160.49,312.00,8848.50,10214.27,-1365.77,76133.92,103,138,151,88.94,1301.75,572.83,468.57,206.18,54.17,7.0371,63,1707.55,213.09,18,0.1864,14.08,0.0180,none
2024-12-28,9925.76,324.46,9601.30,5734.08,3867.22,80001.14,112,143,85,88.62,1258.92,542.46,464.53,192.45,59.48,7.8843,65,1869.64,231.47,19,0.1884,14.44,0.0180,none
2024-12-29,8781.52,312.63,8468.89,4379.96,4088.93,84090.07,100,132,65,87.82,1278.05,578.08,435.93,209.66,54.38,6.8710,63,1872.38,229.68,19,0.2132,-1.57,0.0180,none
2024-12-30,7863.93,311.55,7552.38,11265.87,-3713.49,80376.58,87,116,163,90.39,1226.83,556.00,400.71,218.55,51.57,6.4100,62,1901.34,236.42,20,0.2418,3.84,0.0180,none
2024-12-31,8596.30,322.14,8274.16,11268.98,-2994.82,77381.77,92,122,158,93.44,1292.16,599.77,421.05,212.24,59.10,6.6527,66,1924.25,237.12,20,0.2238,21.61,0.0180,none
2025-01-01,8513.62,374.85,8138.77,11063.35,-2924.58,74457.19,92,123,156,92.54,1331.50,615.92,466.09,192.88,56.61,6.3940,65,1655.69,205.85,17,0.1945,13.93,0.0180,none
2025-01-02,8684.00,386.90,8297.10,10857.60,-2560.50,71896.69,93,122,153,93.38,1276.61,606.80,401.59,208.49,59.73,6.8024,63,1724.76,214.99,18,0.1986,13.45,0.0180,none
2025-01-03,9362.06,337.47,9024.59,10234.02,-1209.43,70687.26,106,142,151,88.32,1291.44,571.72,457.04,205.41,57.27,7.2493,64,1819.48,226.06,19,0.1943,19.23,0.0180,none
2025-01-04,9811.21,312.04,9499.17,5745.17,3754.00,74441.26,111,148,85,88.39,1282.10,586.26,453.50,189.21,53.13,7.6525,60,1896.00,232.34,19,0.1932,18.23,0.0180,none
2025-01-05,8316.56,348.22,7968.34,4388.43,3579.91,78021.17,89,117,62,93.44,1273.02,602.92,415.77,197.62,56.71,6.5329,64,1741.47,217.76,18,0.2094,-3.73,0.0180,none
2025-01-06,7896.20,336.18,7560.02,11287.64,-3727.62,74293.54,85,111,159,92.90,1286.69,604.13,421.82,203.19,57.55,6.1368,63,1783.09,218.52,19,0.2258,1.68,0.0180,none
2025-01-07,8312.15,307.19,8004.96,11290.75,-3285.79,71007.75,89,114,159,93.39,1252.42,556.04,430.27,209.15,56.96,6.6369,64,1664.60,206.27,17,0.2003,18.52,0.0180,none
2025-01-08,8723.85,336.93,8386.92,11084.72,-2697.80,68309.96,96,128,160,90.87,1296.35,570.57,456.51,217.38,51.89,6.7295,63,1650.14,204.11,17,0.1892,21.24,0.0180,none
2025-01-09,8861.88,388.78,8473.09,10878.57,-2405.48,65904.48,96,128,155,92.31,1216.07,531.61,420.32,211.76,52.38,7.2873,61,1723.88,215.36,18,0.1945,12.36,0.0180,none
2025-01-10,9446.62,334.85,9111.77,10253.78,-1142.01,64762.47,101,131,143,93.53,1244.30,568.40,416.55,200.70,58.65,7.5919,64,1817.39,224.71,19,0.1924,22.71,0.0180,none
2025-01-11,9308.60,288.09,9020.50,5756.26,3264.24,68026.72,101,131,82,92.16,1236.57,567.05,415.94,195.32,58.26,7.5278,63,1722.23,214.78,18,0.1850,13.88,0.0180,none
2025-01-12,8519.53,295.77,8223.76,4396.90,3826.86,71853.59,91,117,61,93.62,1255.99,583.08,424.41,191.27,57.23,6.7831,62,1893.27,233.79,20,0.2222,1.84,0.0180,none
2025-01-13,7887.65,347.55,7540.10,11309.41,-3769.31,68084.27,86,114,162,91.72,1270.36,602.55,396.40,214.80,56.61,6.2090,63,1711.69,213.31,18,0.2170,-5.01,0.0180,none
2025-01-14,8991.58,348.81,8642.77,11312.52,-2669.75,65414.51,99,131,163,90.82,1405.61,637.17,477.62,229.28,61.54,6.3969,77,2043.97,253.87,21,0.2273,14.67,0.0360,monthly_promotion
2025-01-15,9434.68,359.13,9075.55,11106.09,-2030.54,63383.97,105,141,161,89.85,1426.74,636.18,507.92,224.56,58.08,6.6128,77,1949.44,240.42,20,0.2066,18.65,0.0360,monthly_promotion
2025-01-16,9273.82,362.68,8911.15,10899.53,-1988.38,61395.59,99,128,153,93.67,1377.66,595.09,512.28,212.55,57.74,6.7316,75,1713.09,210.83,18,0.1847,27.01,0.0360,monthly_promotion
2025-01-17,9005.94,309.13,8696.82,10273.54,-1576.72,59818.87,102,131,153,88.29,1271.94,593.30,423.29,201.85,53.50,7.0805,62,1692.52,211.10,18,0.1879,16.57,0.0180,none
2025-01-18,9792.34,286.04,9506.29,5767.34,3738.95,63557.82,111,145,85,88.22,1286.73,591.90,428.46,215.21,51.16,7.6103,62,1845.51,228.92,19,0.1885,23.18,0.0180,none
2025-01-19,8247.48,318.45,7929.03,4405.36,3523.67,67081.49,92,121,65,89.65,1204.42,553.66,411.77,185.92,53.07,6.8477,61,1970.77,243.81,20,0.2390,-1.69,0.0180,none
2025-01-20,7661.75,361.42,7300.33,11331.19,-4030.86,63050.63,85,112,165,90.14,1251.15,582.55,424.70,189.13,54.77,6.1238,61,1688.02,209.43,17,0.2203,6.79,0.0180,none
2025-01-21,8165.14,364.26,7800.89,11334.30,-3533.41,59517.22,91,121,165,89.73,1246.42,559.58,443.67,187.52,55.65,6.5509,61,1775.22,221.97,18,0.2174,19.85,0.0180,none
2025-01-22,8406.91,345.46,8061.45,11127.46,-3066.01,56451.22,94,121,163,89.44,1241.02,588.31,417.11,183.65,51.95,6.7742,59,1748.21,214.33,18,0.2079,14.76,0.0180,none
2025-01-23,8612.24,388.63,8223.61,10920.50,-2696.89,53754.33,97,126,161,88.79,1231.11,552.49,420.61,204.85,53.16,6.9955,61,1654.57,205.04,17,0.1921,13.05,0.0180,none
2025-01-24,9070.58,326.77,8743.81,10293.29,-1549.48,52204.84,102,131,152,88.93,1215.60,507.51,444.91,213.45,49.73,7.4618,60,1731.04,212.35,18,0.1908,18.48,0.0180,none
2025-01-25,9044.95,308.31,8736.63,5778.43,2958.20,55163.05,103,135,86,87.82,1180.58,531.06,387.98,204.25,57.29,7.6614,61,1630.90,201.56,17,0.1803,13.08,0.0180,none
2025-01-26,8052.27,295.38,7756.89,4413.83,3343.06,58506.10,87,112,62,92.55,1198.62,544.53,396.69,205.39,52.01,6.7180,61,1611.01,199.67,17,0.2001,-4.10,0.0180,none
2025-01-27,7378.57,327.73,7050.83,11352.96,-4302.13,54203.98,81,108,164,91.09,1207.43,579.56,379.41,192.73,55.73,6.1110,62,1649.23,204.18,17,0.2235,-0.33,0.0180,none
2025-01-28,7984.19,345.03,7639.16,11356.07,-3716.91,50487.07,87,111,163,91.77,1214.04,582.82,390.03,185.42,55.77,6.5765,60,1733.15,212.64,18,0.2171,15.23,0.0180,none
2025-01-29,8400.49,351.27,8049.22,11148.83,-3099.61,47387.47,90,117,156,93.34,1187.39,534.82,387.49,210.79,54.29,7.0748,62,1715.21,214.06,18,0.2042,19.08,0.0180,none
2025-01-30,8180.83,355.98,7824.85,10941.47,-3116.62,44270.85,89,115,156,91.92,1195.55,536.83,420.17,185.13,53.42,6.8427,59,1646.70,203.81,17,0.2013,11.42,0.0180,none
2025-01-31,8962.38,302.18,8660.20,10313.05,-1652.85,42618.00,98,128,148,91.45,1176.21,526.68,411.71,187.12,50.70,7.6197,59,1669.59,207.06,17,0.1863,20.14,0.0180,none
2025-02-01,9185.49,293.31,8892.18,5789.52,3102.66,45720.66,99,131,82,92.78,1126.59,503.73,382.23,187.71,52.92,8.1534,59,1828.15,225.13,19,0.1990,16.93,0.0180,none
2025-02-02,7976.43,290.26,7686.17,4422.30,3263.87,48984.54,90,119,65,88.63,1187.95,545.09,397.62,189.88,55.36,6.7144,61,1728.04,215.71,18,0.2166,-5.28,0.0180,none
2025-02-03,7451.13,310.48,7140.64,11374.73,-4234.09,44750.45,82,108,165,90.87,1185.96,517.77,431.30,183.13,53.76,6.2828,58,1552.23,190.65,16,0.2083,2.31,0.0180,none
2025-02-04,7781.49,304.75,7476.74,11377.84,-3901.10,40849.34,84,112,162,92.64,1209.49,560.96,403.92,191.08,53.53,6.4337,61,1759.25,216.33,18,0.2261,16.95,0.0180,none
2025-02-05,7929.62,314.34,7615.28,11170.20,-3554.92,37294.42,89,118,164,89.10,1137.88,504.74,396.90,186.83,49.41,6.9688,55,1737.49,217.20,18,0.2191,12.24,0.0180,none
2025-02-06,8239.06,336.68,7902.37,10962.43,-3060.06,34234.37,89,114,155,92.57,1175.87,544.13,387.18,193.92,50.64,7.0068,56,1832.94,225.94,19,0.2225,13.23,0.0180,none
2025-02-07,8616.05,285.99,8330.06,10332.81,-2002.75,32231.62,92,122,145,93.65,1137.21,514.75,381.17,189.43,51.86,7.5765,58,1670.95,207.13,17,0.1939,19.09,0.0180,none
2025-02-08,8971.95,280.66,8691.28,5800.61,2890.67,35122.29,100,134,85,89.72,1200.26,557.48,384.35,203.24,55.19,7.4750,60,1827.34,225.60,19,0.2037,13.86,0.0180,none
2025-02-09,8044.74,285.56,7759.17,4430.76,3328.41,38450.70,87,115,63,92.47,1169.19,520.62,415.83,182.04,50.70,6.8806,56,1662.84,206.34,17,0.2067,3.30,0.0180,none
2025-02-10,7333.69,299.96,7033.74,11396.51,-4362.77,34087.93,82,107,167,89.44,1239.06,564.15,421.44,198.50,54.97,5.9188,61,1539.55,188.98,16,0.2099,3.82,0.0180,none
2025-02-11,7677.68,319.62,7358.06,11399.62,-4041.56,30046.38,83,109,162,92.50,1147.28,511.73,403.85,179.80,51.90,6.6921,56,1721.57,211.77,18,0.2242,20.70,0.0180,none
2025-02-12,7924.42,326.02,7598.40,11191.56,-3593.16,26453.21,89,116,164,89.04,1119.38,485.54,384.98,193.63,55.23,7.0793,58,1757.75,216.04,18,0.2218,18.34,0.0180,none
2025-02-13,8324.81,340.67,7984.14,10983.40,-2999.26,23453.95,89,117,154,93.54,1210.68,557.85,419.60,181.52,51.71,6.8761,59,1626.01,201.26,17,0.1953,2.17,0.0180,none
2025-02-14,9590.80,325.44,9265.36,10352.56,-1087.20,22366.75,103,138,146,93.11,1333.41,588.61,470.12,218.36,56.32,7.1927,72,1777.13,218.11,18,0.1853,21.39,0.0360,monthly_promotion
2025-02-15,9595.22,259.27,9335.95,5811.70,3524.25,25891.00,104,136,83,92.26,1300.74,554.61,470.09,222.97,53.07,7.3767,69,1936.34,239.57,20,0.2018,12.18,0.0360,monthly_promotion
2025-02-16,8810.74,270.70,8540.04,4439.23,4100.81,29991.81,95,126,62,92.74,1309.23,560.76,477.76,218.69,52.02,6.7297,71,2065.30,257.59,21,0.2344,14.42,0.0360,monthly_promotion
2025-02-17,7434.34,286.63,7147.71,11418.28,-4270.57,25721.24,81,104,163,91.78,1177.94,549.53,388.13,188.58,51.70,6.3113,59,1655.08,205.63,17,0.2226,4.57,0.0180,none
2025-02-18,7398.64,295.55,7103.10,11421.39,-4318.29,21402.95,83,110,169,89.14,1157.50,490.80,420.62,195.90,50.18,6.3919,59,1642.55,204.16,17,0.2220,12.41,0.0180,none
2025-02-19,7807.90,374.93,7432.97,11212.93,-3779.96,17622.99,87,113,163,89.75,1140.17,497.28,408.41,181.64,52.84,6.8480,57,1623.37,201.75,17,0.2079,13.35,0.0180,none
