activity_date,gross_revenue_usd,refunds_usd,net_revenue_usd,orders,units_sold,shipped_revenue_usd,units_shipped,ending_backlog_revenue_usd,stockout_rate,event_name,updated_at
2025-07-19,7805.48,282.53,7522.95,84,111,6055.63,85,1467.32,0.0180,none,2026-08-20T09:00:00Z
2025-07-20,6906.40,302.00,6604.41,78,100,4625.51,69,3446.21,0.0180,none,2026-08-20T09:00:00Z
2025-07-21,6420.83,300.00,6120.83,68,88,9567.04,133,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-07-22,6998.87,279.94,6718.93,77,103,6718.93,97,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-07-23,7253.08,304.80,6948.28,81,107,6948.28,102,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-07-24,7325.85,286.55,7039.29,78,104,7039.29,98,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-07-25,7803.01,250.87,7552.14,86,111,7552.14,109,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-07-26,7912.40,245.54,7666.86,88,116,6066.72,89,1600.14,0.0180,none,2026-08-20T09:00:00Z
2025-07-27,7378.57,285.81,7092.76,83,106,4633.98,68,4058.92,0.0180,none,2026-08-20T09:00:00Z
2025-07-28,6735.02,256.71,6478.31,76,102,10537.24,157,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-07-29,7098.14,289.48,6808.66,79,101,6808.66,99,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-07-30,7441.36,298.24,7143.12,83,110,7143.12,104,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-07-31,7578.87,289.30,7289.57,84,111,7289.57,106,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-01,8065.32,286.45,7778.86,87,113,7778.86,110,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-02,8048.66,255.57,7793.09,91,119,6077.81,90,1715.28,0.0180,none,2026-08-20T09:00:00Z
2025-08-03,7380.08,290.88,7089.20,80,107,4642.44,66,4162.04,0.0180,none,2026-08-20T09:00:00Z
2025-08-04,6707.88,273.40,6434.48,73,95,10596.52,150,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-05,7114.57,294.85,6819.71,80,107,6819.71,101,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-06,7518.01,298.59,7219.43,83,107,7219.43,104,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-07,7708.48,294.61,7413.86,83,110,7413.86,105,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-08,8163.47,296.74,7866.74,92,119,7866.74,116,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-09,8382.14,243.74,8138.40,92,119,6088.90,88,2049.50,0.0180,none,2026-08-20T09:00:00Z
2025-08-10,7408.13,256.08,7152.05,83,109,4650.91,69,4550.64,0.0180,none,2026-08-20T09:00:00Z
2025-08-11,6895.28,279.40,6615.89,77,100,11166.53,163,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-12,7474.15,313.83,7160.33,82,105,7160.33,103,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-13,7669.35,322.42,7346.94,84,112,7346.94,106,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-14,8635.67,310.68,8324.99,95,126,8324.99,121,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-08-15,9386.34,292.14,9094.20,105,135,9094.20,134,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-08-16,9735.23,261.13,9474.10,109,146,6099.98,89,3374.11,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-08-17,7846.84,285.94,7560.90,84,110,4659.38,65,6275.63,0.0180,none,2026-08-20T09:00:00Z
2025-08-18,7147.51,274.96,6872.55,80,105,11984.37,176,1163.81,0.0180,none,2026-08-20T09:00:00Z
2025-08-19,7461.25,327.92,7133.33,85,113,8297.14,124,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-20,8077.19,347.09,7730.11,90,116,7730.11,113,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-21,8177.35,368.01,7809.33,88,115,7809.33,110,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-22,8736.58,318.88,8417.70,96,125,8417.70,122,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-23,8481.66,287.86,8193.80,92,118,6111.07,87,2082.73,0.0180,none,2026-08-20T09:00:00Z
2025-08-24,7765.26,261.20,7504.06,83,110,4667.85,66,4918.95,0.0180,none,2026-08-20T09:00:00Z
2025-08-25,7263.93,285.63,6978.30,78,103,11897.25,166,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-26,7709.19,290.09,7419.10,83,111,7419.10,105,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-27,8006.56,344.96,7661.60,87,115,7661.60,109,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-28,8303.77,331.03,7972.74,91,118,7972.74,115,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-29,8655.19,308.18,8347.01,97,125,8347.01,122,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-08-30,9113.43,284.72,8828.71,98,129,6122.16,86,2706.55,0.0180,none,2026-08-20T09:00:00Z
2025-08-31,7938.06,278.82,7659.25,85,110,4676.31,66,5689.48,0.0180,none,2026-08-20T09:00:00Z
2025-09-01,7620.00,326.40,7293.59,84,111,12027.92,174,955.16,0.0180,none,2026-08-20T09:00:00Z
2025-09-02,7943.28,298.72,7644.56,89,119,8599.72,126,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-09-03,8129.91,350.77,7779.14,91,117,7779.14,114,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-09-04,8324.79,355.52,7969.26,93,124,7969.26,116,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-09-05,8765.43,291.11,8474.31,99,128,8474.31,126,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-09-06,9275.39,289.64,8985.74,101,132,6133.25,88,2852.49,0.0180,none,2026-08-20T09:00:00Z
2025-09-07,8358.00,292.98,8065.02,90,118,4684.78,66,6232.73,0.0180,none,2026-08-20T09:00:00Z
2025-09-08,7467.23,287.53,7179.70,80,104,12049.69,170,1362.74,0.0180,none,2026-08-20T09:00:00Z
2025-09-09,8310.20,312.19,7998.01,92,120,9360.76,136,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-09-10,8528.34,331.89,8196.44,93,121,8196.44,117,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-09-11,8481.10,341.87,8139.23,95,122,8139.23,120,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-09-12,9373.15,318.10,9055.06,100,128,9055.06,127,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-09-13,9564.48,293.43,9271.06,107,142,6144.34,90,3126.72,0.0180,none,2026-08-20T09:00:00Z
2025-09-14,9550.77,335.57,9215.20,104,139,4693.25,67,7648.68,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-09-15,8892.26,309.14,8583.12,95,125,12071.46,168,4160.33,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-09-16,9018.20,315.51,8702.69,96,123,12074.57,169,788.45,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-09-17,8716.16,352.70,8363.46,97,128,9151.91,134,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-09-18,9087.08,369.26,8717.82,101,130,8717.82,126,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-09-19,9357.95,377.76,8980.18,100,128,8980.18,126,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-09-20,9500.18,313.02,9187.16,103,137,6155.42,87,3031.73,0.0180,none,2026-08-20T09:00:00Z
2025-09-21,8357.52,354.41,8003.11,91,117,4701.72,67,6333.13,0.0180,none,2026-08-20T09:00:00Z
2025-09-22,8007.73,352.21,7655.52,88,115,12093.24,174,1895.42,0.0180,none,2026-08-20T09:00:00Z
2025-09-23,8395.41,319.27,8076.14,94,124,9971.55,147,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-09-24,8570.09,373.68,8196.41,95,122,8196.41,119,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-09-25,9180.55,360.46,8820.09,105,139,8820.09,132,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-09-26,9724.30,297.94,9426.36,107,137,9426.36,136,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-09-27,10132.42,287.24,9845.18,108,144,6166.51,86,3678.67,0.0180,none,2026-08-20T09:00:00Z
2025-09-28,8615.68,331.64,8284.05,93,119,4710.18,67,7252.53,0.0180,none,2026-08-20T09:00:00Z
2025-09-29,7996.42,339.93,7656.49,87,113,12115.01,173,2794.01,0.0180,none,2026-08-20T09:00:00Z
2025-09-30,8867.56,351.89,8515.67,100,131,11309.68,167,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-10-01,9029.65,394.02,8635.63,102,131,8635.63,128,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-10-02,9105.77,411.22,8694.54,98,129,8694.54,123,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-10-03,9747.85,337.27,9410.59,107,142,9410.59,136,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-10-04,10054.44,297.55,9756.89,110,145,6177.60,88,3579.29,0.0180,none,2026-08-20T09:00:00Z
2025-10-05,8996.84,336.22,8660.62,97,124,4718.65,67,7521.26,0.0180,none,2026-08-20T09:00:00Z
2025-10-06,8586.33,351.26,8235.07,97,127,12136.78,180,3619.55,0.0180,none,2026-08-20T09:00:00Z
2025-10-07,8918.27,328.17,8590.11,99,131,12139.89,176,69.76,0.0180,none,2026-08-20T09:00:00Z
2025-10-08,9231.57,371.25,8860.32,100,133,8930.08,127,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-10-09,9416.49,361.81,9054.68,102,132,9054.68,128,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-10-10,10114.95,367.44,9747.50,114,149,9747.50,144,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-10-11,9948.20,302.83,9645.36,110,144,6188.69,90,3456.67,0.0180,none,2026-08-20T09:00:00Z
2025-10-12,9162.68,357.80,8804.88,100,132,4727.12,68,7534.43,0.0180,none,2026-08-20T09:00:00Z
2025-10-13,8232.21,342.10,7890.11,93,121,12158.55,180,3265.99,0.0180,none,2026-08-20T09:00:00Z
2025-10-14,10086.80,382.45,9704.35,110,147,12161.66,173,808.68,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-10-15,10529.91,373.19,10156.72,116,155,10965.40,158,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-10-16,10719.42,401.58,10317.85,116,153,10317.85,146,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-10-17,9770.93,372.21,9398.73,109,140,9398.73,137,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-10-18,10476.14,317.46,10158.68,119,154,6199.78,92,3958.91,0.0180,none,2026-08-20T09:00:00Z
2025-10-19,9573.24,368.10,9205.14,107,140,4735.58,69,8428.46,0.0180,none,2026-08-20T09:00:00Z
2025-10-20,8452.89,429.69,8023.20,95,127,12180.33,179,4271.34,0.0180,none,2026-08-20T09:00:00Z
2025-10-21,8722.60,432.94,8289.66,96,124,12183.44,175,377.56,0.0180,none,2026-08-20T09:00:00Z
2025-10-22,9201.79,346.10,8855.69,98,131,9233.25,129,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-10-23,9505.37,413.45,9091.91,102,131,9091.91,128,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-10-24,10270.79,384.25,9886.55,116,156,9886.55,146,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-10-25,10252.65,302.51,9950.14,111,144,6210.86,88,3739.28,0.0180,none,2026-08-20T09:00:00Z
2025-10-26,9357.83,340.65,9017.18,105,140,4744.05,70,8012.40,0.0180,none,2026-08-20T09:00:00Z
2025-10-27,8653.69,328.59,8325.10,95,123,12202.10,175,4135.41,0.0180,none,2026-08-20T09:00:00Z
2025-10-28,9016.62,362.45,8654.17,97,126,12205.21,172,584.37,0.0180,none,2026-08-20T09:00:00Z
2025-10-29,9415.81,397.94,9017.87,101,133,9602.24,135,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-10-30,9524.85,379.94,9144.91,105,135,9144.91,133,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-10-31,10596.54,356.44,10240.10,116,156,10240.10,147,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-11-01,10357.10,348.67,10008.42,111,148,6221.95,88,3786.47,0.0180,none,2026-08-20T09:00:00Z
2025-11-02,9444.81,348.57,9096.24,103,137,4752.52,68,8130.19,0.0180,none,2026-08-20T09:00:00Z
2025-11-03,8568.94,359.43,8209.51,92,122,12223.87,172,4115.83,0.0180,none,2026-08-20T09:00:00Z
2025-11-04,9190.25,334.75,8855.50,100,130,12226.98,174,744.35,0.0180,none,2026-08-20T09:00:00Z
2025-11-05,9542.83,374.49,9168.35,109,146,9912.70,148,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-11-06,9824.86,400.25,9424.61,105,137,9424.61,132,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-11-07,10268.43,345.84,9922.59,114,153,9922.59,145,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-11-08,11072.58,339.17,10733.41,120,154,6233.04,89,4500.37,0.0180,none,2026-08-20T09:00:00Z
2025-11-09,9302.24,359.47,8942.77,99,130,4760.99,66,8682.15,0.0180,none,2026-08-20T09:00:00Z
2025-11-10,8797.50,347.38,8450.12,98,130,12245.64,178,4886.63,0.0180,none,2026-08-20T09:00:00Z
2025-11-11,9374.54,371.41,9003.13,104,138,12248.76,178,1641.00,0.0180,none,2026-08-20T09:00:00Z
2025-11-12,9332.08,415.02,8917.06,104,133,10558.06,154,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-11-13,10042.18,405.15,9637.03,110,145,9637.03,138,0.00,0.0180,none,2026-08-20T09:00:00Z
2025-11-14,11642.07,336.10,11305.97,128,165,11123.08,161,182.89,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-11-15,12397.71,321.27,12076.44,138,181,6244.13,91,6015.20,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-11-16,10939.73,332.17,10607.56,122,158,4769.45,70,11853.31,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2025-11-17,9003.45,337.31,8666.14,102,134,12267.42,182,8252.03,0.0180,none,2026-08-20T09:00:00Z
2025-11-18,9240.88,373.33,8867.55,100,131,12270.53,175,4849.05,0.0180,none,2026-08-20T09:00:00Z
2025-11-19,9906.99,469.41,9437.58,105,135,12046.35,168,2240.28,0.0180,none,2026-08-20T09:00:00Z
2025-11-20,13288.01,569.53,12718.48,145,194,10639.85,152,4318.91,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-11-21,13661.29,502.46,13158.83,152,197,10028.55,146,7449.19,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-11-22,15120.65,409.19,14711.46,162,210,5629.69,79,16530.95,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-11-23,13440.91,401.50,13039.41,146,190,4300.13,61,25270.23,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-11-24,11890.16,487.10,11403.06,127,163,11060.27,155,25613.02,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-11-25,12849.74,608.28,12241.47,137,183,11063.07,155,26791.41,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-11-26,13179.86,587.23,12592.62,146,188,10860.95,158,28523.09,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-11-27,13552.32,679.33,12872.99,150,198,10658.72,155,30737.36,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-11-28,14512.22,661.44,13850.78,159,210,10046.33,144,34541.81,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-11-29,14393.74,512.07,13881.67,153,203,5639.67,79,42783.82,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-11-30,13378.85,629.42,12749.43,149,192,4307.75,63,51225.50,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-01,11370.79,591.91,10778.87,121,160,11079.87,154,50924.50,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-02,12169.95,642.83,11527.12,138,185,11082.67,164,51368.96,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-03,12485.47,678.07,11807.40,136,181,10880.18,155,52296.18,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-04,12581.30,707.72,11873.58,142,182,10677.59,157,53492.17,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-05,13963.04,620.85,13342.19,150,197,10064.11,142,56770.25,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-06,13787.04,484.75,13302.29,157,207,5649.65,84,64422.88,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-07,12227.31,573.04,11654.27,135,175,4315.37,62,71761.79,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-08,11376.10,612.11,10763.98,122,161,11099.46,156,71426.31,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-09,12177.43,605.83,11571.60,133,176,11102.26,159,71895.65,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-10,12040.75,642.06,11398.69,131,172,10899.41,156,72394.93,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-11,12597.71,659.07,11938.64,138,178,10696.46,153,73637.11,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-12,12953.71,531.67,12422.04,142,186,10081.90,145,75977.26,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-13,13413.65,492.36,12921.28,147,191,5659.63,81,83238.91,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-14,12392.31,548.77,11843.54,136,177,4322.99,62,90759.46,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-15,11181.40,556.17,10625.23,126,167,11119.06,164,90265.64,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-16,11769.60,618.81,11150.79,133,173,11121.86,165,90294.57,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-17,12415.26,623.70,11791.56,132,173,10918.64,152,91167.49,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-18,12856.94,636.70,12220.24,140,186,10715.33,153,92672.40,0.0730,holiday_peak,2026-08-20T09:00:00Z
2025-12-19,10608.42,448.75,10159.67,116,149,11221.86,161,91610.21,0.0180,none,2026-08-20T09:00:00Z
2025-12-20,10855.42,405.85,10449.57,118,155,6299.57,89,95760.21,0.0180,none,2026-08-20T09:00:00Z
2025-12-21,9352.72,422.57,8930.16,106,139,4811.79,72,99878.58,0.0180,none,2026-08-20T09:00:00Z
2025-12-22,8870.34,504.91,8365.43,100,131,12376.28,182,95867.72,0.0180,none,2026-08-20T09:00:00Z
2025-12-23,9524.33,483.82,9040.51,108,144,12379.39,183,92528.84,0.0180,none,2026-08-20T09:00:00Z
2025-12-24,9787.04,380.20,9406.84,108,139,12153.20,176,89782.49,0.0180,none,2026-08-20T09:00:00Z
2025-12-25,10058.82,392.29,9666.53,112,145,11926.89,175,87522.13,0.0180,none,2026-08-20T09:00:00Z
2025-12-26,10386.13,361.54,10024.58,113,148,11241.62,161,86305.09,0.0180,none,2026-08-20T09:00:00Z
2025-12-27,10581.65,342.24,10239.42,116,151,6310.66,91,90233.85,0.0180,none,2026-08-20T09:00:00Z
2025-12-28,9339.54,335.27,9004.27,101,130,4820.26,68,94417.87,0.0180,none,2026-08-20T09:00:00Z
2025-12-29,8706.82,383.36,8323.45,94,121,12398.05,175,90343.26,0.0180,none,2026-08-20T09:00:00Z
2025-12-30,9182.85,354.67,8828.18,100,128,12401.16,176,86770.28,0.0180,none,2026-08-20T09:00:00Z
2025-12-31,9249.58,419.84,8829.74,101,130,12174.57,175,83425.45,0.0180,none,2026-08-20T09:00:00Z
2026-01-01,9714.72,411.53,9303.18,105,136,11947.85,169,80780.78,0.0180,none,2026-08-20T09:00:00Z
2026-01-02,10507.42,371.55,10135.87,114,151,11261.38,160,79655.27,0.0180,none,2026-08-20T09:00:00Z
2026-01-03,10730.72,330.67,10400.04,118,153,6321.74,91,83733.57,0.0180,none,2026-08-20T09:00:00Z
2026-01-04,9546.35,362.67,9183.68,106,141,4828.72,70,88088.53,0.0180,none,2026-08-20T09:00:00Z
2026-01-05,8875.79,376.75,8499.04,100,131,12419.83,183,84167.74,0.0180,none,2026-08-20T09:00:00Z
2026-01-06,9094.87,393.83,8701.04,99,127,12422.94,177,80445.84,0.0180,none,2026-08-20T09:00:00Z
2026-01-07,9447.40,406.07,9041.33,105,137,12195.94,177,77291.24,0.0180,none,2026-08-20T09:00:00Z
2026-01-08,9705.79,421.02,9284.76,105,139,11968.82,169,74607.18,0.0180,none,2026-08-20T09:00:00Z
2026-01-09,9970.89,369.13,9601.76,108,142,11281.13,160,72927.81,0.0180,none,2026-08-20T09:00:00Z
2026-01-10,10565.48,317.49,10248.00,114,153,6332.83,90,76842.97,0.0180,none,2026-08-20T09:00:00Z
2026-01-11,9188.95,335.54,8853.41,99,132,4837.19,68,80859.20,0.0180,none,2026-08-20T09:00:00Z
2026-01-12,8343.84,352.23,7991.62,92,119,12441.60,180,76409.21,0.0180,none,2026-08-20T09:00:00Z
2026-01-13,9190.51,340.53,8849.98,100,128,12444.71,178,72814.49,0.0180,none,2026-08-20T09:00:00Z
2026-01-14,10585.36,354.82,10230.54,119,159,12217.31,180,70827.72,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2026-01-15,10682.38,428.54,10253.84,120,159,11989.79,177,69091.78,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2026-01-16,11198.37,359.95,10838.42,125,164,11300.89,165,68629.30,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2026-01-17,10163.69,340.92,9822.77,110,141,6343.92,90,72108.15,0.0180,none,2026-08-20T09:00:00Z
2026-01-18,9272.08,346.92,8925.16,103,136,4845.66,70,76187.65,0.0180,none,2026-08-20T09:00:00Z
2026-01-19,8323.27,372.57,7950.71,95,125,12463.37,186,71674.99,0.0180,none,2026-08-20T09:00:00Z
2026-01-20,9046.21,401.57,8644.63,99,127,12466.48,179,67853.14,0.0180,none,2026-08-20T09:00:00Z
2026-01-21,9114.70,410.80,8703.90,97,127,12238.68,171,64318.36,0.0180,none,2026-08-20T09:00:00Z
2026-01-22,9558.72,396.14,9162.58,107,141,12010.75,176,61470.19,0.0180,none,2026-08-20T09:00:00Z
2026-01-23,10059.30,351.90,9707.40,111,144,11320.65,163,59856.95,0.0180,none,2026-08-20T09:00:00Z
2026-01-24,10178.68,311.14,9867.54,110,143,6355.01,90,63369.48,0.0180,none,2026-08-20T09:00:00Z
2026-01-25,8783.21,363.15,8420.06,97,129,4854.12,70,66935.41,0.0180,none,2026-08-20T09:00:00Z
2026-01-26,8226.73,362.50,7864.23,91,120,12485.15,181,62314.50,0.0180,none,2026-08-20T09:00:00Z
2026-01-27,8709.77,375.40,8334.37,99,133,12488.26,186,58160.61,0.0180,none,2026-08-20T09:00:00Z
2026-01-28,9211.44,396.69,8814.74,103,138,12260.04,179,54715.31,0.0180,none,2026-08-20T09:00:00Z
2026-01-29,9129.02,366.25,8762.77,97,126,12031.72,168,51446.36,0.0180,none,2026-08-20T09:00:00Z
2026-01-30,10046.12,316.75,9729.37,109,141,11340.40,161,49835.33,0.0180,none,2026-08-20T09:00:00Z
2026-01-31,9960.53,296.33,9664.19,111,148,6366.10,93,53133.43,0.0180,none,2026-08-20T09:00:00Z
2026-02-01,8925.69,315.92,8609.77,96,128,4862.59,69,56880.61,0.0180,none,2026-08-20T09:00:00Z
2026-02-02,8065.47,336.94,7728.53,90,119,12506.92,183,52102.22,0.0180,none,2026-08-20T09:00:00Z
2026-02-03,8647.52,327.96,8319.56,98,129,12510.03,185,47911.74,0.0180,none,2026-08-20T09:00:00Z
2026-02-04,9023.46,411.69,8611.77,101,134,12281.41,181,44242.10,0.0180,none,2026-08-20T09:00:00Z
2026-02-05,8822.97,399.41,8423.56,96,126,12052.68,173,40612.97,0.0180,none,2026-08-20T09:00:00Z
2026-02-06,9730.40,328.38,9402.01,109,142,11360.16,167,38654.82,0.0180,none,2026-08-20T09:00:00Z
2026-02-07,9988.74,283.61,9705.13,110,141,6377.18,92,41982.77,0.0180,none,2026-08-20T09:00:00Z
2026-02-08,8464.60,305.08,8159.52,95,127,4871.06,72,45271.23,0.0180,none,2026-08-20T09:00:00Z
2026-02-09,8255.81,366.54,7889.27,89,114,12528.69,177,40631.81,0.0180,none,2026-08-20T09:00:00Z
2026-02-10,8480.86,312.93,8167.93,91,119,12531.80,177,36267.94,0.0180,none,2026-08-20T09:00:00Z
2026-02-11,8933.28,376.75,8556.53,100,133,12302.78,180,32521.69,0.0180,none,2026-08-20T09:00:00Z
2026-02-12,9045.13,359.54,8685.59,100,130,12073.65,175,29133.63,0.0180,none,2026-08-20T09:00:00Z
2026-02-13,9396.46,330.75,9065.71,101,135,11379.92,160,26819.42,0.0180,none,2026-08-20T09:00:00Z
2026-02-14,10648.10,331.41,10316.69,121,159,6388.27,95,30747.85,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2026-02-15,9142.23,307.46,8834.77,102,132,4879.53,71,34703.09,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2026-02-16,8863.51,338.03,8525.48,97,128,12550.46,179,30678.11,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2026-02-17,8171.92,336.00,7835.91,88,116,12553.57,178,25960.44,0.0180,none,2026-08-20T09:00:00Z
2026-02-18,8606.28,362.19,8244.09,94,126,12324.15,176,21880.38,0.0180,none,2026-08-20T09:00:00Z
2026-02-19,8792.27,381.05,8411.22,94,123,12094.62,170,18196.98,0.0180,none,2026-08-20T09:00:00Z
2026-02-20,8963.25,360.00,8603.25,100,134,11399.67,166,15400.56,0.0180,none,2026-08-20T09:00:00Z
2026-02-21,9376.66,318.20,9058.46,101,134,6399.36,90,18059.65,0.0180,none,2026-08-20T09:00:00Z
2026-02-22,8510.22,317.53,8192.70,92,121,4887.99,69,21364.36,0.0180,none,2026-08-20T09:00:00Z
2026-02-23,7879.49,326.90,7552.60,89,116,12572.24,186,16344.72,0.0180,none,2026-08-20T09:00:00Z
2026-02-24,7940.78,326.90,7613.88,89,114,12575.35,185,11383.25,0.0180,none,2026-08-20T09:00:00Z
2026-02-25,8398.77,314.65,8084.12,90,118,12345.52,173,7121.84,0.0180,none,2026-08-20T09:00:00Z
2026-02-26,8881.20,334.44,8546.76,95,125,12115.58,169,3553.01,0.0180,none,2026-08-20T09:00:00Z
2026-02-27,8989.29,318.77,8670.52,96,125,11419.43,160,804.10,0.0180,none,2026-08-20T09:00:00Z
2026-02-28,9411.31,280.93,9130.37,101,133,6410.45,90,3524.03,0.0180,none,2026-08-20T09:00:00Z
2026-03-01,8075.71,312.37,7763.34,87,114,4896.46,69,6390.91,0.0180,none,2026-08-20T09:00:00Z
2026-03-02,7576.90,314.85,7262.05,83,109,12594.01,182,1058.95,0.0180,none,2026-08-20T09:00:00Z
2026-03-03,7820.42,320.15,7500.27,86,111,8559.22,123,0.00,0.0180,none,2026-08-20T09:00:00Z
2026-03-04,8531.08,322.32,8208.76,93,120,8208.76,117,0.00,0.0180,none,2026-08-20T09:00:00Z
2026-03-05,8477.45,331.28,8146.17,95,122,8146.17,120,0.00,0.0180,none,2026-08-20T09:00:00Z
2026-03-06,9016.51,294.96,8721.55,102,131,8721.55,129,0.00,0.0180,none,2026-08-20T09:00:00Z
2026-03-07,9181.52,286.49,8895.03,99,131,6421.54,91,2473.50,0.0180,none,2026-08-20T09:00:00Z
